ParishID,Reconciliation_Times
848,"{""Saturday"": ""3:45 PM - 4:45 PM"",""Tuesday"": ""7:00 PM (special penitential service)""}"
849,"{""Saturday"": ""3:00 PM - 3:45 PM"",""Sunday"": [""7:30 AM - 8:15 AM"",""10:00 AM - 10:45 AM""],""By Appointment"": ""Available""}"
850,"{""Saturdays"": [""3:00 PM \u2013 3:30 PM"",""by appointment""]}"
851,NA
852,"{""Monday"": [""7:00 AM"",""9:30 AM""],""Tuesday"": [""7:00 AM"",""9:30 AM"",""7:30 PM""],""Wednesday"": [""7:00 AM"",""9:30 AM""],""Thursday"": [""7:00 AM"",""9:30 AM""],""Friday"": [""7:00 AM"",""9:30 AM"",""7:30 PM""],""Saturday"": [""3:30 PM - 4:45 PM""]}"
853,Anytime upon request
854,NA
855,"{""Monday to Saturday"": ""7:30 AM - 7:55 AM"",""Saturday"": ""4:00 PM - 5:00 PM""}"
856,"{""Monday-Friday"": ""9:30 AM - 10:00 AM"",""Tuesday"": ""6:00 PM - 7:30 PM"",""Saturday"": ""3:30 PM - 4:30 PM""}"
857,"{""Monday"": ""7:00 PM to 7:45 PM""}"
858,"{""Wednesdays"": ""5:00 PM"",""Saturdays"": ""7:00 AM"",""First Fridays"": ""5:00 PM""}"
859,"{""Tuesday"": ""7:00 PM to 7:30 PM"",""Saturday"": ""3:45 PM to 4:30 PM""}"
860,"{""Sunday"": ""11:30 AM"",""Saturday"": ""3:00 PM to 4:00 PM""}"
861,NA
862,"{""Saturday"": ""4:00 PM - 4:30 PM except 1st Saturday"",""1st Saturday"": ""after the 8:15 AM Mass""}"
863,"{""Wednesday"": ""3:00 PM""}"
864,NA
865,NA
866,"{""Wednesday"": ""7:30 AM - 8:30 AM"",""Friday"": ""7:30 AM - 8:30 AM"",""Saturday"": ""7:30 AM - 8:30 AM""}"
867,"{""Monday"": ""12:00 PM - 12:30 PM"",""Tuesday"": ""12:00 PM"",""Wednesday"": ""12:00 PM"",""Thursday"": ""NA"",""Friday"": ""12:00 PM"",""Saturday"": ""NA"",""Sunday"": ""NA""}"
868,"{""Monday to Friday"": ""11:15 AM to 11:45 AM"",""Friday"": [""5:00 PM to 5:45 PM"",""6:00 PM""],""Saturday"": ""4:00 PM to 4:45 PM""}"
869,"{""Saturday"": ""3:45 PM - 4:45 PM"",""Sunday"": ""8:45 AM - 9:45 AM""}"
870,NA
871,NA
872,Saturdays at 9:00 AM or by appointment
873,Weekdays following the morning Mass (including Saturday) and Saturday afternoon 3:30 PM - 4:15 PM
874,"{""Communal"": ""Twice a year on a Saturday during Advent and Lent at 10:00 AM"",""Individual"": ""By appointment""}"
875,"{""Tuesdays"": ""12:40 PM"",""1st, 3rd & 5th Saturdays"": ""3:00 PM"",""Individual Reconciliation"": ""by appointment""}"
876,NA
877,"1st & 3rd Saturdays, 9:00 AM at the Education Wing Entrance; Every Saturday through Lent and Advent"
878,"By appointment, please call (414) 271-0135"
879,"Most Saturdays, 3:00-3:30 PM"
880,9:00 AM - 10:00 AM
881,NA
882,"{""Saturday"": ""9:00 AM"",""Tuesday"": ""Following 5:30 PM Mass (typically ends by 6:00 PM)""}"
883,"{""Friday"": ""5:00 - 5:45 pm"",""Saturday"": ""3:00 - 3:45 pm""}"
884,During the half hour before Masses on the 2nd and 4th Sundays of the month and every Sunday during Advent and Lent.
885,NA
886,Saturday at 3:00 PM in Church
887,"{""Saturday"": ""9:30 AM"",""Thursday"": ""5:00 PM""}"
888,"{""St. Mary"": ""2nd, 4th & 5th Saturdays 3:30 - 4:00 PM"",""St. Joseph"": ""1st Saturdays 4:30 - 5:00 PM"",""St. Charles"": ""1st and 3rd Saturdays 4:00 - 4:30 PM""}"
889,Saturday at 3:00 PM
890,"{""Thursday"": ""3:00 PM"",""Saturdays"": ""3:00 PM"",""Private"": ""By appointment""}"
891,"{""Saturday"": ""9:30 AM - 10:30 AM (Holy Name), 4:00 PM - 4:45 PM (St. Dominic)""}"
892,NA
893,Saturday 3:00 PM - 3:40 PM
894,"{""Saturday"": ""3:45-4:15 PM at Holy Cross Chapel"",""Monday"": ""5:00-5:25 PM at St. Rose Chapel-Fredonia"",""Wednesday"": ""After 8:00 AM Mass at St. Mary's Chapel-RL""}"
895,"{""Saturday"": ""3:00 PM - 4:00 PM""}"
896,"{""Saturday"": ""9:30 AM - 10:30 AM (Holy Name), 4:00 PM - 4:45 PM (St. Dominic)""}"
897,NA
898,Saturdays 4:00 - 4:30 PM or any other time by request
899,"{""Thursdays"": ""8:30 AM - 9:00 AM, after 7:45 AM morning Mass"",""Saturdays"": ""8:30 AM after 8:00 AM morning Mass""}"
900,"{""Sunday"": ""9:15 \u2013 9:45 AM"",""Monday"": ""3:30 \u2013 4:00 PM"",""Monday-Friday"": ""11:00 AM \u2013 11:30 AM"",""Thursday"": ""5:00 \u2013 6:00 PM"",""Saturday"": ""11:00 AM \u2013 11:30 AM""}"
901,NA
902,By appointment. Please call the Parish Office to see a priest for Confession.
903,"{""Tuesday"": ""6:30 PM - 7:30 PM""}"
904,NA
905,NA
906,NA
907,NA
908,Saturday at 8:00 AM or by appointment
909,"{""Wednesdays"": ""5:00 PM - 6:00 PM"",""By Appointment"": ""Available""}"
910,"{""Monday"": ""Following 7:00 AM Mass at Holy Family"",""Tuesday"": ""NA"",""Wednesday"": ""11:15 AM - 11:45 AM prior to 12:00 PM Mass at Marian University\u2019s Dorcas Chapel, 5:00 PM at Sacred Heart"",""Thursday"": ""NA"",""Friday"": ""Following 6:30 PM Mass at St. Mary"",""Saturday"": [""Following 8:00 AM Mass at Holy Family"",""Beginning an hour before all evening Masses, ending 15 minutes before the start of Mass"",""9:00 AM - 9:45 AM before 10:00 AM Mass at Our Risen Savior""],""Sunday"": ""After 7:00 AM Mass""}"
911,"{""Tuesday"": ""7:30 PM"",""Friday"": ""7:00 AM"",""Saturday"": ""3:15 PM""}"
912,NA
913,"{""Monday to Friday"": ""11:15 AM to 11:45 AM"",""Friday"": [""5:00 PM to 5:45 PM"",""6:00 PM""],""Saturday"": ""4:00 PM to 4:45 PM""}"
914,Saturdays at 3:30 PM
915,"{""St. Mary"": ""2nd, 4th & 5th Saturdays 3:30 - 4:00 PM"",""St. Joseph"": ""1st Saturdays 4:30 - 5:00 PM"",""St. Charles"": ""1st and 3rd Saturdays 4:00 - 4:30 PM""}"
916,"{""Wednesday"": ""4:30 PM - 5:00 PM"",""Thursday"": ""4:30 PM - 5:00 PM""}"
917,NA
918,"{""Saturday"": ""3:45 PM - 4:15 PM""}"
919,"{""Friday"": ""5:00 PM - 7:00 PM"",""Saturday"": ""9:00 AM - 11:00 AM""}"
920,"{""Tuesdays"": ""5:30 - 6:00 PM"",""Thursdays"": ""5:30 - 6:00 PM"",""Saturdays"": ""2:30 \u2013 3:30 PM"",""Sundays"": ""12:00 PM (Bilingual- Spanish/English) and by appointment""}"
921,"{""2nd and 4th Saturday"": ""3:00 PM"",""1st Friday"": ""6:00 - 6:45 AM"",""Sunday"": ""8:00 - 8:40 AM"",""Holy Days of Obligation"": ""45 minutes prior to Mass""}"
922,NA
923,"{""Saturday"": ""2:30 PM - 3:30 PM""}"
924,"{""Regular"": ""Second and fourth Saturdays of the month from 9:30 AM - 11:00 AM"",""Private"": ""By appointment""}"
925,"{""Tuesday"": ""6:30 PM - 7:30 PM""}"
926,"{""Fridays"": ""8:30 AM"",""Saturdays"": ""8:30 AM""}"
927,"{""Saturday"": ""10:30 AM""}"
928,"{""Wednesdays"": ""4:30 PM - 5:30 PM"",""Saturdays"": ""3:00 PM - 3:30 PM"",""By Appointment"": ""contact parish office""}"
929,"{""Saturday"": ""3:00 PM"",""Wednesday"": ""5:45 PM""}"
930,"{""St. Mary"": ""2nd, 4th & 5th Saturdays 3:30 - 4:00 PM"",""St. Joseph"": ""1st Saturdays 4:30 - 5:00 PM"",""St. Charles"": ""1st and 3rd Saturdays 4:00 - 4:30 PM""}"
931,"{""Saturday"": ""3:00 PM - 3:40 PM (Saturday at St. John Nepomuk or by appointment)""}"
932,"{""Wednesday"": ""after 8 AM Mass"",""Saturday"": ""3:15 PM - 3:30 PM""}"
933,"{""Saturday"": ""3:00 PM - 3:50 PM"",""Sunday"": ""7:00 AM - 7:50 AM"",""Monday"": ""9:00 AM - 9:30 AM"",""First_Saturday"": ""7:15 AM - 8:05 AM""}"
934,"{""Tuesday"": ""6:00 PM to 6:45 PM"",""Saturday"": ""after 8:15 AM Mass""}"
935,"{""Fridays"": [""12:00 PM - 1:00 PM"",""5:30 PM - 6:30 PM""],""Saturdays"": ""after 9:00 AM Mass""}"
936,NA
937,"{""Wednesday"": ""5:00 PM - 6:00 PM"",""Saturday"": ""3:30 PM - 4:30 PM""}"
938,"[""By Appointment"",""2nd Saturday of the month after our 5:30 PM Mass or by appointment.""]"
939,"{""Fridays"": ""after 8:15 AM Mass"",""Saturdays"": ""3:00 PM - 3:30 PM""}"
940,NA
941,After the 8:15 AM Saturday Mass
942,"{""Wednesday"": ""After the 8:00 AM Mass"",""Friday"": ""After the 8:00 AM Mass"",""First Saturday"": ""8:00 AM with Reconciliation following""}"
943,"{""Wednesday"": ""11:00 AM - 1:00 PM"",""Saturday"": ""3:30 PM - 4:50 PM"",""Other"": ""By Appointment""}"
944,Wednesday \u2013 Friday after 6:00 PM Mass
945,"{""Saturday"": ""3:00 PM"",""By Appointment"": ""Available""}"
946,NA
947,1st and 3rd Saturday of the Month from 3:00 PM - 3:30 PM
948,"{""Saturday"": ""3:30 PM - 4:00 PM"",""Sunday"": {""1st, 3rd & 5th"": ""7:30 AM - 8:00 AM"",""2nd & 4th"": ""7:30 AM - 8:00 AM""}}"
949,NA
950,"{""Monday"": ""12:00 PM - 12:30 PM"",""Tuesday"": ""5:00 PM - 5:30 PM"",""Wednesday"": ""5:00 PM - 5:30 PM"",""Thursday"": ""NA"",""Friday"": ""5:00 PM - 5:30 PM"",""Saturday"": ""NA"",""Sunday"": ""NA""}"
951,"{""Seasonal"": ""Advent & Lent"",""Individual"": ""Contact Pastor"",""Holy Hill"": {""Tuesday-Friday"": ""10:00 AM - 10:45 AM"",""Saturday"": ""09:00 AM - 11:00 AM""}}"
952,3:00 PM Saturday
953,"{""December 7th"": ""2:45 PM - 3:25 PM"",""December 14th"": ""2:45 PM - 3:25 PM"",""By appointment"": ""Please call the Parish Office""}"
954,"{""Regular"": ""1st and 3rd Saturdays of the month: 8:30 AM"",""Communal"": ""As announced during Advent and Lent""}"
955,30 minutes prior to Mass and during Adoration
956,"{""Thursdays"": [""8:30 AM""],""Saturdays"": [""8:30 AM""]}"
957,"{""Sunday"": ""4:15 PM"",""Saturday"": ""NA""}"
958,"{""Sunday"": ""10:00 AM - 10:25 AM"",""Tuesday"": ""4:40 PM - 5:10 PM"",""Thursday"": ""11:30 AM - 12:00 PM"",""Friday"": ""11:30 AM - 12:00 PM"",""Saturday"": ""By appointment""}"
959,"{""Monday"": ""11:30 AM - 12:00 PM"",""Tuesday"": ""11:30 AM - 12:00 PM"",""Wednesday"": ""4:30 PM - 5:00 PM at the Cathedral"",""Thursday"": ""4:30 PM - 5:00 PM at the Cathedral"",""Friday"": ""11:30 AM - 12:00 PM"",""Saturday"": [""7:15 AM - 7:45 AM"",""3:30 PM - 3:45 PM"",""3:30 PM - 4:15 PM"",""4:00 PM - 4:45 PM""]}"
960,"{""Saturday"": [{""Time"": ""3:15 PM"",""Location"": ""St. Casimir""}],""Sunday"": [{""Time"": ""9:15 AM"",""Location"": ""St. Casimir""}],""Weekdays"": [{""Days"": ""Monday, Tuesday, Friday"",""Time"": ""11:30 AM - 12:00 PM"",""Location"": ""Old St. Mary""}, {""Days"": ""Wednesday, Thursday"",""Time"": ""4:30 PM - 5:00 PM"",""Location"": ""Cathedral""}, {""Days"": ""Saturday"",""Time"": ""7:15 AM"",""Location"": ""Ss. Peter & Paul""}]}"
961,NA
962,"{""Communal Reconciliation"": {""Date"": ""December 11"",""Times"": [""12:00 PM"",""7:00 PM""]},""By appointment only"": ""Please call the Parish Office.""}"
963,"{""Tuesday"": ""5:00 PM to 5:30 PM"",""Saturday"": ""3:00 PM to 3:45 PM"",""Additional"": [""Dec. 17: 4:30 PM to 5:30 PM at Mt. Carmel"",""Dec. 18: 5:00 PM to 5:45 PM & 6:15 PM to 7:15 PM at St. Therese"",""Dec. 23: 5:00 PM to 6:30 PM at Mt. Carmel"",""Dec. 24: 11:30 AM to 12:30 PM at St. Therese""]}"
964,"{""Advent"": ""Every Wednesday during Advent at 6:00 PM""}"
965,"{""Saturday"": ""3:45-4:15 PM at Holy Cross Chapel"",""Monday"": ""5:00-5:25 PM at St. Rose Chapel-Fredonia"",""Wednesday"": ""After 8 AM Mass at St. Mary's Chapel-RL""}"
966,"{""Saturday"": {""English"": ""4:00 PM"",""Spanish"": ""6:30 PM""},""Wednesday"": ""5:00 PM""}"
967,"{""Monday"": ""11:30 AM - 12:00 PM, Old St. Mary Church, 844 N Broadway"",""Tuesday"": ""11:30 AM - 12:00 PM, Old St. Mary Church, 844 N Broadway"",""Wednesday"": ""4:30 PM - 5:00 PM, Cathedral of St. John the Evangelist, 812 N Jackson St"",""Thursday"": ""4:30 PM - 5:00 PM, Cathedral of St. John the Evangelist, 812 N Jackson St"",""Friday"": ""11:30 AM - 12:00 PM, Old St. Mary Church, 844 N Broadway"",""Saturday"": [""7:15 AM - 7:45 AM, SS Peter & Paul Church, 2490 N Cramer St"",""3:30 PM - 3:45 PM, St. Casimir Church, 2600 N Bremen St"",""3:30 PM - 4:15 PM, Holy Rosary Church, 2011 N Oakland Ave"",""4:00 PM - 4:45 PM, SS Peter & Paul Church, 2490 N Cramer St""],""By Appointment"": ""Yes""}"
968,NA
969,4:00 PM - 5:30 PM Wednesday or call the parish office
970,"{""Tuesday"": ""5:00 PM"",""Wednesday"": ""5:00 PM (Spanish)""}"
971,"{""Thursday"": ""5:30 PM""}"
972,Confessions are heard at St. Paul on 2nd & 4th Saturdays at 2:45 PM (unless noted)
973,"{""Weekdays"": ""7:30 AM - 7:50 AM"",""Saturdays"": [""7:30 AM - 7:50 AM"",""3:30 PM - 4:30 PM""]}"
974,"{""Tuesday"": ""11:00 AM"",""Wednesday"": ""5:15 PM"",""Thursday"": [""11:00 AM"",""5:45 PM""],""Saturday"": [""Following 8:00 AM Mass"",""9:00 AM at St. Lawrence Parish""]}"
975,Saturday at 3:30 - 4:00 PM in the Reconciliation Room in the Chapel (or by appointment)
976,Saturdays from 4:00-4:30 PM
977,"{""Tuesday"": ""11:00 AM"",""Wednesday"": ""5:15 PM"",""Thursday"": [""11:00 AM"",""5:45 PM""],""Saturday"": [""Following 8:00 AM Mass"",""9:00 AM at St. Lawrence Parish""]}"
978,NA
979,Saturday: 3:30 PM
980,"{""Saturday"": [""9:00 AM - 9:30 AM"",""3:30 PM - 4:20 PM""],""Sunday"": [""4:50 PM - 5:20 PM""]}"
981,NA
982,30 minutes prior to Mass and during Adoration
983,Saturdays at 4:00 PM or call to make an appointment.
984,Saturday from 3:30 PM to 4:15 PM (or by appointment)
985,"{""Regular"": ""2nd & 4th Friday at 6:00 PM"",""By Appointment"": ""Call parish office to schedule""}"
986,"{""Tuesday"": ""5:15 PM"",""Saturdays"": ""9:00 AM or by appointment""}"
987,Upon request. Call Fr. Mark at 262-752-7646.
988,NA
989,Before every Saturday Mass 3:30 PM - 4:15 PM or by appointment
990,"{""Sunday"": ""following 10:00 AM Mass"",""Monday"": ""5:30 PM"",""Wednesday"": ""during Confraternity meetings""}"
991,"{""Tuesday"": ""5:00 PM"",""Friday"": ""After 8:00 AM Mass"",""Saturday"": ""3:30 PM or by appointment""}"
992,"3:30 PM - 4:00 PM, Saturday before Mass"
993,"{""Saturday"": ""3:45-4:15 PM"",""Wednesday"": ""5:00-5:45 PM"",""Saturday (St. James)"": ""3:00-3:30 PM"",""Saturday (St. Peter's)"": ""4:30 - 5:00 PM""}"
994,NA
995,NA
996,"{""Saturday"": ""3:00 PM to 3:45 PM"",""Sunday"": {""Early"": ""8:00 AM to 8:20 AM"",""Late"": ""10:00 AM to 10:20 AM""}}"
997,1st & 3rd Saturdays 9:30 AM - 10:30 AM
998,Every Saturday | 3:30 PM - 4:30 PM
999,"{""Saturday"": [{""Time"": ""3:30 PM"",""Location"": ""Holy Rosary""}, {""Time"": ""4:00 PM"",""Location"": ""St. Casimir""}, {""Time"": ""7:15 AM - 7:45 AM"",""Location"": ""Ss. Peter & Paul""}, {""Time"": ""3:30 PM - 3:45 PM""}, {""Time"": ""3:30 PM - 4:15 PM""}, {""Time"": ""4:00 PM - 4:45 PM""}],""Weekdays"": [{""Days"": ""Monday, Tuesday, Friday"",""Time"": ""11:30 AM"",""Location"": ""Old St. Mary""}, {""Days"": ""Wednesday, Thursday"",""Time"": ""4:30 PM"",""Location"": ""Cathedral""}]}"
1000,"{""Saturday"": ""3:15 PM"",""Thursday"": ""5:30 PM"",""Sunday"": ""4:15 PM""}"
1001,"{""Saturday"": ""3:15 PM - 3:45 PM West Church"",""Sunday"": ""6:45 AM - 7:15 AM East Church""}"
1002,NA
1003,"{""Monday"": ""7:00 AM - 7:30 AM"",""Tuesday"": ""7:00 AM - 7:30 AM"",""Wednesday"": ""7:00 AM - 7:30 AM"",""Thursday"": ""7:00 AM - 7:30 AM"",""Friday"": ""7:00 AM - 7:30 AM"",""Saturday"": ""3:30 PM - 4:30 PM"",""By Appointment"": ""Available""}"
1004,"{""Thursdays"": ""7:00 PM - 8:00 PM"",""Saturdays"": ""3:00 PM - 4:00 PM"",""By Appointment"": ""Call 303.789.0007""}"
1005,"{""Weekday"": ""Tuesday: 5:30 PM \u2013 6:15 PM"",""Weekend"": ""Saturday: 4:30 PM - 5:30 PM""}"
1006,"{""Thursday"": ""5:30 pm - 6:30 pm"",""Friday"": ""5:30 pm - 6:30 pm""}"
1007,"{""Tuesday"": ""7:45 AM - 8:10 AM"",""Wednesday"": ""7:45 AM - 8:10 AM"",""Thursday"": ""7:45 AM - 8:10 AM"",""Friday"": ""7:45 AM - 8:10 AM""}"
1008,"{""Wednesday"": [""5:00 pm - 7:00 pm""],""Friday"": [""8:30 am - 9:30 am""],""Monday"": [""5:30 pm - 6:30 pm""]}"
1009,"{""Saturday"": [""8:00 AM until the line ends"",""3:00 PM - 4:00 PM""],""Sunday"": [""7:30 AM - 7:50 AM"",""10:10 AM - 10:20 AM""]}"
1010,"{""Monday - Friday"": ""11:00 AM - 12:00 PM"",""Saturday"": ""3:00 PM - 4:00 PM"",""Sunday"": ""5:00 PM - 6:30 PM""}"
1011,Saturday 3:00 PM - 4:00 PM or by appointment
1012,"{""Advent"": ""Sundays 8:45-9:45 AM"",""Saturday"": ""3:00-4:00 PM"",""Weekday"": ""30 minutes before Mass"",""By appointment"": ""NA""}"
1013,"{""Saturdays"": ""4:00 PM - 4:45 PM"",""By Appointment"": ""Call office to schedule""}"
1014,"{""Saturday"": ""4:00 PM - 4:45 PM"",""Friday"": [""7:00 AM"",""7:00 PM - 8:00 PM""]}"
1015,"{""Saturday"": ""4:30 PM - 5:15 PM"",""Weekday"": ""By appointment""}"
1016,"{""Regular"": {""Saturdays"": ""After the 4:00 PM Mass"",""2nd Tuesdays"": ""5:45 PM""}}"
1017,"{""Saturday"": ""3:00 PM - 4:30 PM"",""Tuesday"": ""9:00 AM - 9:45 AM"",""Thursday"": ""9:00 AM - 9:45 AM"",""Wednesday"": ""4:00 PM - 5:00 PM"",""Special"": ""December 8 and 9 during the Feast of the Immaculate Conception""}"
1018,"{""Monday"": ""8:00 AM - 8:30 AM"",""Tuesday"": ""8:00 AM - 8:30 AM"",""Wednesday"": ""8:00 AM - 8:30 AM"",""Thursday"": ""6:00 PM - 7:00 PM"",""Friday"": ""8:00 AM - 8:30 AM"",""Saturday"": {""English"": ""5:00 PM - 6:00 PM"",""Spanish"": ""6:00 PM - 7:00 PM""},""Sunday"": [""11:00 AM"",""1:00 PM""],""By_Appointment"": ""Yes""}"
1019,"{""Saturday"": ""3:00 PM"",""By Appointment"": true}"
1020,"{""Tuesday"": ""5:30 PM - 6:15 PM"",""Wednesday"": ""5:30 PM - 6:15 PM"",""Thursday"": ""5:30 PM - 6:15 PM"",""Saturday"": ""3:00 PM - 3:45 PM""}"
1021,"{""St. Michael (Craig, CO)"": ""30 Minutes before all Weekend Masses or by Appointment"",""Holy Family (Meeker, CO)"": ""30 Minutes before all Weekend Masses or by Appointment""}"
1022,"{""Sacred Heart"": ""30 minutes before Sunday Mass or by appointment"",""Holy Family"": ""30 minutes before Sunday Mass or by appointment""}"
1023,"{""Saturday"": ""3:30 PM"",""Sunday"": ""30 minutes prior to each Sunday Mass (before the Sunday 7 AM Mass: 6:45 PM)"",""Monday - Thursday"": ""12:00 PM - 1:00 PM"",""Friday"": ""1:00 PM - 3:00 PM (Lent & Advent: 1:00 PM - 5:00 PM)""}"
1024,"{""Saturday"": ""4:00-4:25 PM"",""Sunday"": [""7:30-7:55 AM"",""9:45-10:25 AM""]}"
1025,"{""Saturday"": ""3:15 PM - 4:45 PM"",""Sunday"": ""4:15 PM - 4:45 PM"",""Saint Martin of Tours"": {""Sunday"": ""10:30 AM - 11:00 AM or by Appointment""}}"
1026,NA
1027,Fr. Frank will be celebrating confessions for school children at another parish on Wednesday mornings.
1028,"{""Tuesday - Friday"": ""7:00 AM - 7:45 AM"",""Saturday"": [""7:00 AM - 7:45 AM"",""3:30 PM - 4:50 PM""]}"
1029,"{""Wednesday"": ""4:15 PM \u2013 5:30 PM"",""Thursday"": ""7:00 AM \u2013 8:00 AM"",""Saturday"": ""3:00 PM \u2013 4:00 PM"",""By_Appointment"": true}"
1030,"{""Wednesday"": ""5:00 PM"",""Saturday"": ""3:30 PM""}"
1031,NA
1032,"{""Weekdays"": ""By appointment Monday-Friday"",""Saturday"": [""3:30 PM - 3:50 PM"",""5:30 PM - 5:50 PM""]}"
1033,"{""Thursday"": [""5:00 PM - 6:00 PM""],""Saturday"": [""8:00 AM - 9:30 AM"",""3:00 PM - 4:30 PM""],""Sunday"": [""30 minutes before each Mass""]}"
1034,"{""Saturday"": ""8:45 AM - 10:30 AM (or by appointment)""}"
1035,NA
1036,NA
1037,"{""Thursday"": ""4:00 PM"",""Saturday"": ""4:00 PM""}"
1038,NA
1039,"{""Tuesday"": [""8:30 AM""],""Wednesday"": [""NA""],""Thursday"": [""NA""],""Friday"": [""NA""],""Saturday"": [""8:00 AM - 10:00 AM""],""Sunday"": [""5:00 PM - 5:50 PM""]}"
1040,"{""Tuesday"": ""5:00 PM""}"
1041,"{""Saturday"": ""3:30 PM - 4:00 PM"",""By appointment"": ""NA""}"
1042,"{""Daily"": ""30 minutes before each Mass"",""Saturday"": [""8:00 AM - 9:30 AM"",""3:00 PM - 4:00 PM""]}"
1043,"{""Thursday"": ""6:00 PM - 7:00 PM"",""Saturday"": ""4:00 PM""}"
1044,Saturday at 4:30 PM or by appointment
1045,"{""Friday"": ""7:15 AM - 8:15 AM"",""Saturday"": ""4:15 PM - 4:45 PM"",""Sunday"": ""8:15 AM - 8:45 AM & 10:45 AM - 11:15 AM"",""By_Appointment"": ""with Father Jeff""}"
1046,"{""Saturday"": [""4:00 PM - St. Anne, Grand Lake"",""5:00 PM - St. Bernard, Fraser""],""Sunday"": [""9:00 AM - Our Lady of the Snow, Granby"",""9:30 AM - St. Peter, Kremmling"",""12:30 PM - St. Ignatius, Walden"",""5:30 PM - Our Lady of the Snow, Granby""],""Monday - Friday"": ""During Holy Hours after all morning Masses. 30 minutes before all evening Masses.""}"
1047,"{""Saturday"": ""3:00 PM - 4:00 PM"",""Sunday"": ""9:30 AM (when second priest is available)"",""Tuesday"": ""After Daily Mass"",""Wednesday"": ""5:00 PM"",""Thursday"": ""After Daily Mass""}"
1048,"{""Monday - Friday"": ""7:20 AM - 7:50 AM"",""Tuesday"": ""6:30 PM - 7:30 PM"",""Friday"": ""12:00 PM - 1:00 PM; 4:00 PM - 7:00 PM"",""Saturday"": ""11:30 AM - 1:00 PM""}"
1049,30 minutes before each Mass
1050,"{""Saturday"": [""9:00 AM"",""2:30 PM""],""Sunday"": ""4:30 PM"",""Wednesday"": ""11:15 AM"",""Friday in Advent"": ""11:15 AM""}"
1051,"{""Wednesday"": ""7:00 PM - 7:30 PM"",""Saturday"": ""5:00 PM - 5:20 PM""}"
1052,"{""Saturday"": [""3:30 PM"",""30 minutes before each scheduled Mass""],""1st Friday"": [""1:00 PM - Saturday, 8:00 AM""],""1st Sunday"": [""3:00 PM - 4:00 PM""]}"
1053,"{""Monday"": ""11:30 AM - 12:00 PM"",""Tuesday"": ""11:30 AM - 12:00 PM"",""Thursday"": ""11:30 AM - 12:00 PM"",""Friday"": ""11:30 AM - 12:00 PM, 5:00 PM - 7:00 PM (English and Spanish)"",""Saturday"": ""11:30 AM - 1:00 PM (English and Spanish)"",""Sunday"": ""12:00 PM - 1:00 PM (Spanish)""}"
1054,"{""Tuesday"": ""After 7:30 AM Daily Mass until no one is waiting"",""Saturday"": [""8:30 AM - 9:30 AM"",""3:00 PM - 4:00 PM""],""By_Appointment"": ""Please call the parish office""}"
1055,"{""Saturday"": ""3:30 PM \u2013 4:45 PM"",""Monday"": ""8:00 AM \u2013 8:45 AM"",""Thursday"": ""8:00 AM \u2013 8:45 AM""}"
1056,"{""St. Andrew the Apostle"": ""Every Saturday from 3:30 PM \u2013 4:30 PM"",""St. John the Evangelist"": {""Tuesdays"": ""4:30 PM \u2013 5:00 PM or by appointment"",""2nd and 4th Saturdays"": ""11:00 AM \u2013 12:00 PM""}}"
1057,"{""Weekdays"": ""5:30 PM - 6:00 PM (Monday - Friday)"",""Saturday"": ""3:30 PM - 4:30 PM"",""By Appointment"": ""Yes""}"
1058,NA
1059,"{""Tuesday - Friday"": ""5:30 PM - 6:00 PM"",""Saturday"": [""1:00 PM"",""5:00 PM""]}"
1060,"{""Saturday"": [""after 8:00 AM Mass"",""3:30 PM""],""Sunday"": [""7:30 AM"",""10:00 AM"",""12:30 PM""]}"
1061,NA
1062,"{""Wednesday"": [""5:00 PM - 7:00 PM""],""Friday"": [""8:30 AM - 9:30 AM""]}"
1063,NA
1064,"{""Monday"": ""11:30 AM \u2013 12:00 PM"",""Tuesday"": ""11:30 AM \u2013 12:00 PM"",""Wednesday"": ""11:30 AM \u2013 12:00 PM"",""Thursday"": ""11:30 AM \u2013 12:00 PM"",""Friday"": ""11:30 AM \u2013 12:00 PM""}"
1065,NA
1066,"{""Saturday"": ""4:30 PM"",""After Daily Mass"": ""By appointment""}"
1067,NA
1068,"{""Monday"": ""9:15 AM - 10:00 AM"",""Tuesday"": ""9:15 AM - 10:00 AM"",""Thursday"": ""9:15 AM - 10:00 AM"",""Wednesday"": ""6:00 PM - 6:45 PM"",""Friday"": ""4:30 PM - 5:15 PM"",""Saturday & Sunday"": ""45 minutes before all Masses""}"
1069,"{""Saturday"": ""4:15 PM - 4:45 PM (prior to 5 PM Mass)"",""Monday - Friday"": ""11:15 AM""}"
1070,"{""Monday"": ""12:00 PM - 10:00 PM"",""Tuesday"": ""12:00 PM - 10:00 PM"",""Wednesday"": ""12:00 PM - 10:00 PM"",""Thursday"": ""12:00 PM - 10:00 PM"",""Friday"": ""9:00 AM"",""Saturday"": ""3:00 PM - 4:00 PM"",""Sunday"": ""11:15 AM - 11:45 AM""}"
1071,"{""Tuesday - Friday"": ""8:00 AM - 8:25 AM"",""Wednesday"": ""4:45 PM - 5:25 PM"",""Saturday"": [""7:30 AM - 8:25 AM"",""4:00 PM - 4:45 PM""]}"
1072,NA
1073,"Saturdays 2:30 PM - 3:30 PM, Before & After Masses, 4:00 PM - 5:00 PM (Saturday)"
