Parish Name,Website
"Holy Innocents, Duvall, 98019",http://www.holyinn.org/
"Holy Redeemer, Vancouver, 98684",http://www.holyredeemervan.org/
"Holy Rosary, Edmonds, 98020",http://www.holyrosaryedmonds.org/
"Holy Rosary, Seattle, 98116",http://www.holyrosaryseattle.org/
"Holy Spirit, Kent, 98032",http://www.holyspiritkent.org/
"Holy Trinity, Bremerton, 98310",https://www.holyt.org/
"Immaculate Conception, Arlington, 98223",http://www.stillycatholic.com/
"Immaculate Conception, Mount Vernon, 98273",http://www.icc-mv.org/
"Immaculate Conception, Seattle, 98122",http://www.icseattle.org/
"Immaculate Conception, Steilacoom, 98388",http://www.stjbosco.org/
"Immaculate Heart of Mary, Kelso 98626",http://www.stroselongview.com/
"Immaculate Heart of Mary, Sedro-Woolley, 98284",http://www.ihm-sw.org/
"Lopez Island Station, Lopez Island, 98261",
"Mary, Queen of Peace, Sammamish, 98075",http://www.mqp.org/
"McGowan Station, Seaview, 98644",http://www.pccatholics.org/
"Newman Center (UW), Seattle, 98105",https://www.uwnewman.org/
"North American Martyrs, Edmonds, 98020",http://www.northamericanmartyrs.org/
"Our Lady of Fatima, Seattle, 98199",http://www.olfatima.org/
"Our Lady of Good Counsel, Eatonville, 98328",http://www.olgceatonville.org/
"Our Lady of Good Help,  Hoquiam, 98550",http://www.ghcatholic.org/
"Our Lady of Guadalupe, Seattle, 98126",http://www.olgseattle.org/
"Our Lady of Hope Chapel, Everett, 98201",https://ladyofhopechurch.org/
"Our Lady of Hope Parish, Everett, 98201",https://ladyofhopechurch.org/
"Our Lady of Lourdes, Seattle, 98168",https://www.ducmeloducseattle.org/
"Our Lady of Lourdes, Vancouver, 98663",http://www.ollparish.org/
"Our Lady of Mount Virgin, Seattle, 98144",http://www.mountvirgin.org/
"Our Lady of Sorrows, Snoqualmie, 98065",http://www.olos.org/
"Our Lady of the Lake, Seattle, 98115",http://www.ollparishseattle.org/
"Our Lady of the Olympics, Amanda Park, 98526",http://www.ghcatholic.org/
"Our Lady Queen of Heaven, Tacoma, 98444",http://www.olqhcc.com/
"Our Lady Star of the Sea, Bremerton, 98337",https://www.starofthesea.net/
"Our Lady Star of the Sea, Stevenson, 98648",http://www.stthomascamas.org/
Pope St. John XXIII,https://www.psj23.org/
"Prince of Peace, Belfair, 98528",http://www.stgabepop.org/
"Proto-Cathedral of St. James the Greater, Vancouver, 98660",http://www.protocathedral.org/
"Queen of Angels, Port Angeles, 98362",https://clallamcatholic.org/
"Sacred Heart of Jesus, Seattle, 98109",http://www.sacredheartseattle.org/
"Sacred Heart, Battle Ground, 98604",http://www.sacredheartbg.org/
"Sacred Heart, Bellevue, 98004",http://www.sacredheart.org/
"Sacred Heart, Bellingham, 98225",https://www.shbham.org/
"Sacred Heart, Enumclaw, 98022",http://www.sacredheartenumclaw.org/
"Sacred Heart, La Conner, 98257",http://www.sacredheartchurchlaconner.org/
"Sacred Heart, Lacey, 98503",http://www.sacredheartlacey.com/
"Sacred Heart, Tacoma, 98404",https://sacredhearttacoma.org/
"South Tacoma Chapel - Tacoma, 98409",https://psj23.org/
"St. Aloysius, Buckley, 98321",http://www.saint-aloysius-catholic-church.org/
"St. Alphonsus, Seattle, 98107",http://www.stalseattle.org/
"St. Andrew Kim, Seattle, 98125",http://www.standrewkim.us/
"St. Andrew, Sumner, 98390",https://www.standrewsumner.org/
"St. Anne, Blaine, 98230",https://stjosephferndale.org/
"St. Anne, Forks, 98331",https://opcatholic.org/
"St. Anne, Seattle, 98119",http://www.stanneseattle.org/
"St. Anne, Tulalip, 98271",
"St. Anthony of Padua, Carnation, 98014",http://www.stanthony-carnation.org/
"St. Anthony, Renton, 98057",http://www.st-anthony.cc/
"St. Augustine, Oak Harbor, 98277",http://staugustineoh.org/
"St. Barbara, Black Diamond, 98010",http://www.stbarbarachurch.org/
"St. Benedict, Seattle, 98103",http://parishs.stbens.net/
"St. Bernadette, Seattle, 98146",http://www.saintbernadette.net/
"St. Brendan, Bothell, 98011",http://www.saintbrendan.org/
"St. Bridget, Seattle, 98105",http://www.stbridgetchurch.org/
"St. Catherine of Siena, Seattle, 98115",http://www.stcatherineparish.net/
"St. Catherine, Cathlamet, 98612",http://www.stroselongview.com/
"St. Catherine, Concrete, 98237",
"St. Cecilia, Bainbridge Island, 98110",https://saintcparish.org/home/
"St. Cecilia, Stanwood, 98292",http://www.stceciliastanwood.org/
"St. Charles Borromeo, Tacoma, 98465",http://www.saintcharlesb.org/
"St. Charles, Burlington, 98233",http://www.stcharles-burlington-wa.org/
"St. Columban, Yelm, 98597",http://www.saintcolumbanyelm.org/
"St. Edward, Seattle, 98118",http://www.stedwardparish.net/
"St. Edward, Shelton, 98584",http://www.stedsparish.org/
"St. Elizabeth Ann Seton, Bothell, 98012",http://www.easbothell.org/
"St. Frances Cabrini, Lakewood, 98499",http://www.cabrini.us/
"St. Francis of Assisi, Burien, 98166",http://www.stfoa.org/
"St. Francis Xavier, Toledo, 98591",http://www.wlpcatholic.org/
"St. Francis, Friday Harbor, 98250",https://www.stfrancissji.org/
"St. Gabriel, Port Orchard, 98366",http://www.stgabepop.org/
"St. George, Seattle, 98108",http://www.stgeorgeparish.com/
"St. Hubert, Langley, 98260",http://www.sthubertchurch.org/
"St. Ignatius Chapel (Seattle University), Seattle, 98122",http://www.seattleu.edu/campus-ministry
"St. James Cathedral, Seattle, 98104",http://www.stjames-cathedral.org/
"St. Jerome, Ocean Shores, 98569",http://www.ghcatholic.org/
"St. Joachim, Bellingham, 98226",https://stjosephferndale.org/
"St. John Bosco, Lakewood, 98498",http://www.stjbosco.org/
"St. John Mary Vianney, Kirkland, 98034",http://www.sjvkirkland.org/
"St. John of the Woods, Tacoma, 98445",https://www.psj23.org/
"St. John the Baptist, Covington, 98042",http://www.sjtbcc.org/
"St. John the Evangelist, Seattle, 98103",http://www.stjohnsea.org/
"St. John the Evangelist, Vancouver, 98662",http://www.stjohnvancouver.org/
"St. John Vianney, Darrington, 98241",https://www.stillycatholic.com/
"St. John Vianney, Vashon",http://www.stjohnvianneyvashon.com/
"St. John, Montesano, 98563",https://www.ghcatholic.org/
"St. John, Mukilteo, 98275",https://www.smmparish.org/sjm
"St. Joseph at Holy Family Parish, Frances, 98577",http://www.pccatholics.org/
"St. Joseph the Worker, Yacolt, 98675",http://www.sacredheartbg.org/
"St. Joseph, Chehalis, 98532",http://www.wlpcatholic.org/
"St. Joseph, Elma, 98541",https://www.ghcatholic.org/
"St. Joseph, Ferndale, 98248",http://www.stjosephferndale.org/
"St. Joseph, Issaquah, 98027",http://www.sjcissaquah.org/
"St. Joseph, Kalama, 98625",http://www.stroselongview.com/
"St. Joseph, Lynden, 98264",http://www.stjoseph-stpeter.org/
"St. Joseph, Seattle, 98112",http://www.stjosephparish.org/
"St. Joseph, Sequim, 98382",https://clallamcatholic.org/
"St. Joseph, Tacoma, 98418",https://saintjosephtacoma.org/
"St. Joseph, Vancouver, 98661",http://www.stjoevan.org/
"St. Jude, Redmond, 98052",http://www.stjude-redmond.org/
"St. Lawrence, Raymond, 98577",http://www.pccatholics.org/
"St. Leo the Great, Tacoma, 98405",http://www.stleoparish.org/
"St. Louise De Marillac, Bellevue, 98007",http://www.stlouise.org/
"St. Luke, Shoreline, 98133",http://www.stlukecp.org/
"St. Madeleine Sophie, Bellevue, 98006",http://www.stmadeleine.org/
"St. Margaret of Scotland, Seattle, 98119",http://www.st-margaret-church.org/
"St. Mark, Shoreline, 98155",http://www.saintmarkshoreline.org/
"St. Martin of Tours, Fife, 98424",http://www.stmartinoftoursfife.com/
"St. Mary Magdalen, Everett, 98208",http://www.smmparish.org/
"St. Mary of Guadalupe, Ridgefield, 98642",http://www.stphilipwoodland.com/
"St. Mary of the Valley, Monroe, 98272",http://www.stmaryvalley.org/
"St. Mary Star of the Sea, Port Townsend, 98368",http://www.stmaryss.com/
"St. Mary, Aberdeen",http://www.ghcatholic.org/
"St. Mary, Anacortes, 98221",https://stmaryanacortes.org/
"St. Mary, Castle Rock, 98611",https://www.stroselongview.com/
"St. Mary, Centralia, 98531",http://www.wlpcatholic.org/
"St. Mary, Coupeville, 98239",http://www.staugustineoh.org/
"St. Mary, Marysville, 98270",http://www.stmary-stanne.org/
"St. Mary, Seattle, 98144",http://www.st-therese.cc/
"St. Mary, Seaview, 98644",http://www.pccatholics.org/stmarystation.html
"St. Matthew, Seattle, 98125",http://www.stmatthewseattle.org/
"St. Michael, Olympia, 98501",http://www.saintmichaelparish.org/
"St. Michael, Snohomish, 98290",http://www.stmichaelsnohomish.org/
"St. Monica, Mercer Island, 98040",http://www.stmonicami.org/
"St. Nicholas, Gig Harbor, 98335",http://www.stnicholascc.org/
"St. Olaf, Poulsbo, 98370",http://www.stolafschurch.org/
"St. Patrick, Seattle, 98102",http://www.stjosephparish.org/
"St. Patrick, Tacoma, 98403",http://www.saintpats.org/
"St. Paul Chong Hasang, Fife, 98424",http://www.spckcc.us/
"St. Paul, Seattle, 98178",http://www.stpaulparish.com/
"St. Paul, Swinomish, 98257",
"St. Paul, Westport, 98595",http://www.ghcatholic.org/
"St. Peter, Deming, 98244",http://www.stjoseph-stpeter.org/
"St. Peter, Seattle, 98144",http://www.stpeterparish.net/
"St. Peter, Suquamish, 98392",https://www.stolafschurch.org/about-st-peter-mission
"St. Peter, Tenino, 98589",https://www.saintcolumbanyelm.org/saintpeter
"St. Philip, Woodland, 98674",http://www.stphilipwoodland.com/
"St. Philomena, Des Moines, 98198",http://www.stphilomenaparish.com/
"St. Pius X, Mountlake Terrace, 98043",http://www.stpxparish.com/
"St. Rita - Station of Pope St. John XXIII - Tacoma, 98405",https://www.psj23.org/
"St. Rose de Viterbo, Longview, 98632",http://www.stroselongview.com/
"St. Stephen the Martyr, Renton, 98058",http://www.ststephenslife.com/
St. Teresa of Calcutta,http://www.saintteresacalcutta.org/
"St. Theresa, Federal Way, 98023",https://www.sttheresafw.org/
"St. Therese, Seattle, 98122",http://www.st-therese.cc/
"St. Thomas Aquinas, Camas, 98607",http://www.stthomascamas.org/
"St. Thomas More, Lynnwood, 98037",http://www.stmp.org/
"St. Thomas the Apostle, Clallam Bay, 98326",https://opcatholic.org/
"St. Thomas, Tukwila, 98168",http://www.saintthomastukwila.org/
"St. Vincent de Paul, Federal Way, 98003",http://www.stvincentparish.org/
"St. Yves, Harmony, 98564",http://www.wlpcatholic.org/
"Sts. Cosmas and Damian, Orting, 98360",
"Sts. Peter and Paul, Tacoma, 98404",https://stspeterpaultacoma.com/
"The Catholic Campus Ministry serving Western Washington University, Bellingham, 98225",http://www.vikingcatholic.org/
Vietnamese Martyrs,http://www.vmpwa.org/
Ascension,http://www.ascensionbowie.org/
Assumption,Not Found
Cathedral of St. Matthew the Apostle,http://www.stmatthewscathedral.org
Christ the King,http://www.ctkcatholicparish.org
Church of the Annunciation,http://www.annunciationdc.org
Church of the Incarnation,http://www.incarnationdc.org/
Epiphany,http://www.georgetownepiphany.org
"German-Speaking Catholic Mission Washington, D.C.",http://www.kathde.org/
Holy Angels,http://www.angelsinavenue.org
Holy Comforter – St. Cyprian,http://www.hcscchurch.org
Holy Cross,http://www.hcrosschurch.org
Holy Face,http://www.holyfacechurch.org
Holy Family (Hillcrest Heights),http://www.holyfamilyparishmd.org/
Holy Family (Mitchellville),https://holyfamilywoodmore.org/
Holy Ghost,https://holyghostissue.org/
Holy Name of Jesus,http://holynameparishdc.org
Holy Redeemer (College Park),https://parish.holy-redeemer.org
Holy Redeemer (Kensington),https://www.hrkensington.org/
Holy Redeemer (Washington),http://www.HolyRedeemerChurchDC.org
Holy Rosary (Washington),http://www.holyrosarychurchdc.org
Church of the Holy Spirit,https://holyspiritmd.org/
Holy Trinity,http://www.trinity.org
Immaculate Conception (Mechanicsville),http://ICChurchMD.org
Immaculate Conception (Washington),http://www.immaculateconceptionchurchdc.org
Immaculate Heart of Mary,http://www.ihmrcc.org
Jesus the Divine Word,http://www.jesusdivineword.org
Jesus the Good Shepherd,http://www.ccjgs.org
Kidane-Mehret Ge’ez Rite Ethiopian Catholic Church,https://www.kidane-mehret.org
Church of the Little Flower,https://www.lfparish.org
Misión San Andrés,https://misionsanandres.org
Most Holy Rosary (Upper Marlboro),http://www.mostholyrosarychurch.org/
Mother Seton,http://www.mothersetonparish.org
Mount Calvary,https://www.mountcalvarycatholicchurch.org/
Nativity,http://www.nativitychurch.net
Our Lady Help of Christians,http://www.olhoc.org
Our Lady of China Pastoral Mission,https://ourladyofchina.net/
Our Lady of Fatima,https://www.givecentral.org/location/1068
Our Lady of Grace,https://ologlw.org/
Our Lady of Lourdes,http://www.bethesdalourdes.org
Our Lady of Mercy,http://www.olom.org
Our Lady of Perpetual Help,http://www.olphsedc.com/
Our Lady of Sorrows,http://www.ladyofsorrows.org
Our Lady of the Presentation,http://www.ol-presentation-md.org
Our Lady of the Visitation,http://www.olvp.org
Our Lady of the Wayside,http://olwrcc.org
Our Lady of Victory,http://www.olvparishdc.org
Our Lady of Vietnam,http://www.olvn-dc.org/
Our Lady Queen of Peace,https://olqprcc.org
"Our Lady, Queen of Poland and St. Maximilian Kolbe",http://www.parafia-dc.org
"Our Lady, Queen of the Americas",http://ourladyqueenoftheamericasdc.org
"Our Lady, Star of the Sea",http://olss.org
Our Lady’s Church,http://www.ourladyschurch.org
Pope Francis Center – St. Francis of Assisi Deaf Catholic Church,https://www.stfrancisdeafcatholicchurch.com/
Church of the Resurrection,http://www.resurrectionadw.org
Sacred Heart (Bowie),http://www.sacredheartbowie.org
Sacred Heart (Bushwood),http://www.sacredheartbushwood.org/
Sacred Heart (La Plata),http://www.sacredheartlaplata.org
St. Peter (Olney),http://www.stpetersolney.org/
Shrine of St. Jude,http://www.shrinestjude.org
Shrine of the Most Blessed Sacrament,http://www.blessedsacramentdc.org
Shrine of the Sacred Heart,https://www.sacredheartdc.org/
St. Aloysius,http://www.saintaloysiuschurch.org
St. Ambrose,http://www.sacheverly.org
St. Andrew Apostle,http://www.standrewapostle.org
St. Andrew Kim,http://www.standrewkim.org
St. Ann,http://www.stanndc.org
St. Anthony of Padua,http://www.stanthonyofpaduadc.org
St. Anthony,http://www.stanthonycal.com
St. Augustine,http://www.saintaugustine-dc.org
St. Bartholomew,http://www.stbartholomew.org
St. Benedict the Moor,https://sbmdc.org/
St. Bernadette,https://silverspringcatholic.com
St. Bernard of Clairvaux,https://stbernardriverdale.org/
St. Bernardine of Siena,http://www.stbernardineparish.com/
St. Camillus,http://www.stcamilluschurch.org
St. Catherine Labouré,https://sclwheaton.org/
St. Catherine of Alexandria,http://www.stcatherinemd.org
St. Cecilia,https://stceciliamd.org/
St. Columba,https://stcolumbacatholicchurch.net
St. Dominic (Mission),https://stmichaelbaden.org
St. Dominic,http://www.stdominicchurch.org
St. Edward the Confessor,https://www.stedwardbowie.com/
St. Elizabeth,http://www.stelizabethchurchmd.org
St. Francis de Sales (Benedict),https://www.stfrancisbenedict.org/
St. Francis de Sales (Mission),https://holyghostissue.org/
St. Francis de Sales (Washington),https://www.stfds.org/
St. Francis of Assisi,http://www.sfadw.org
St. Francis Xavier (Mission),https://saintgeorgeromancatholicchurch.org/about-us
St. Francis Xavier (Newtowne),http://www.stfrancisxavierchurch.org/
St. Francis Xavier (Washington),https://stfrancisxavierdc.org/
St. Gabriel,http://sgdc.church
St. George,http://www.stgeorgercc.org
St. Hugh of Grenoble,http://www.sthughofgrenoble.org
St. Ignatius (Chapel Point),http://www.chapelpoint.org
St. Ignatius (Hilltop),http://www.stignatiusmd.org
St. Ignatius (Oxon Hill),http://www.saint-ig.org
St. James,https://stjamesmr.org/
St. Jane Frances de Chantal,http://www.stjanedechantal.org
St. Jerome,http://www.stjeromes.org
St. John Baptist de la Salle,https://delasalleparish.org/
St. John Neumann,https://sjncatholic.org/
St. John the Baptist,https://www.sjbssparish.org
St. John the Evangelist (Clinton),http://sjeclinton.org
St. John the Evangelist (Silver Spring),http://www.sjeparish.org
St. John Vianney,http://www.sjvchurch.net
St. John Francis Regis Catholic Church,http://www.stjohnsparishhollywood.org
St. Joseph (Beltsville),https://stjosephbeltsville.org/
St. Joseph (Largo),http://www.stjoseph-largo.org
St. Joseph (Morganza),http://www.stjosephmorganza.org
St. Joseph (Pomfret),https://stjoepomfret.weconnect.com
St. Joseph’s on Capitol Hill,http://www.stjosephsdc.org/
St. Louis de France,http://www.saintlouisdefrance.us
St. Luke,http://stlukechurchssj.org/
St. Margaret of Scotland,https://stmargaretos.org/
St. Mark the Evangelist,http://www.stmarkhyattsville.org
St. Martin of Tours (Gaithersburg),http://www.stmartinsweb.org
St. Martin of Tours (Washington),http://www.stmartinsdc.org
St. Mary (Barnesville),http://www.stmaryonline.com
St. Mary (Bryantown),http://www.stmarysbryantown.com
St. Mary (Landover Hills),https://saintmaryslandoverhills.org/
St. Mary (Newport),http://www.stmarychurchnewport.org/
St. Mary (Rockville),http://www.stmarysrockville.org
St. Mary of the Assumption,https://stmaryum.org
St. Mary of the Mills,http://www.stmaryslaurel.org
St. Mary Star of the Sea,http://www.staroftheseaindianhead.org/
"St. Mary, Mother of God",http://www.saintmarymotherofgod.org
"St. Mary, Piscataway",https://saintmaryspiscataway.net
"St. Matthias, Apostle",https://stmatthias.org
St. Michael (Baden),https://stmichaelbaden.org
St. Michael (Ridge),http://www.saintmichaelscatholicchurch.org
St. Michael the Archangel,http://www.stmichaelsilverspring.org/
St. Nicholas,http://www.stnicholaslaurel.org
St. Patrick (Rockville),http://www.stpatricksmd.org
St. Patrick (Washington),https://saintpatrickdc.org/
St. Paul,http://www.stpauldamascus.org
St. Peter (Waldorf),http://www.stpeterswaldorf.org
St. Peter (Washington),http://saintpetersdc.org/
St. Peter Claver,https://www.stpeterclaverchurch.org
St. Philip the Apostle,http://www.stphiliptheapostlechurch.org/
St. Pius X,http://www.spxbowie.org
St. Raphael,http://www.straphaels.org
St. Rose of Lima,http://www.strose-parish.org
"St. Stephen, Martyr",http://www.ststephenmartyrdc.org
St. Teresa of Avila,http://www.stachurchdc.org/
St. Thomas Apostle,http://www.stthomasapostledc.org
St. Thomas More,http://www.stthomasmoredc.org
St. Vincent de Paul,https://svdpdc.org/
All Saints - Milwaukee,http://www.allsaintsmke.org
Annunciation - Fox Lake,http://visitannunciationparish.com
St. Adalbert - Milwaukee,https://www.stadalbertmke.org/
St. Agnes - Butler,http://www.stagnesparish.org
St. Alphonsus - Greendale,http://www.st-alphonsus.org
St. Alphonsus - New Munster,https://www.sahcsjcatholics.com/
St. Andrew - Delavan,http://www.standrews-delavan.org
St. Andrew - Lomira,http://stsmaryandrewtheresa.weconnect.com/
St. Anne - Pleasant Prairie,http://www.saint-anne.org
St. Anthony - Menomonee Falls,http://www.stanthony-parish.org
St. Anthony - Milwaukee,https://stanthony-sthyacinth.org/
St. Anthony of Padua - Kenosha,http://www.stanthonykenosha.org/
St. Anthony on the Lake - Pewaukee,http://www.stanthony.cc
St. Augustine - West Allis,http://www.westalliscatholic.org
St. Augustine of Hippo - Bay View - Milwaukee,http://www.staugies.org/
Basilica of Saint Josaphat - Milwaukee,http://www.thebasilica.org
Blessed Sacrament - Milwaukee,http://www.blessedsacramentmke.org/
Blessed Savior - Milwaukee,http://www.blessedsaviorparish.org
Blessed Trinity - Sheboygan Falls,http://www.blessedtrinitysheboyganfalls.org
St. Barnabas - West Allis,https://www.westalliscatholic.org/home
St. Benedict - Fontana,http://stbensparish.org
St. Benedict the Moor - Milwaukee,https://www.stbensparishmilwaukee.org/
St. Bernadette - Milwaukee,https://www.nwmcp.org
St. Bernard - Wauwatosa,http://www.stbernardparish.org
St. Boniface - Germantown,http://www.stbonifacewi.org
St. Bruno - Dousman,http://www.stbrunoparish.com
Christ King - Wauwatosa,http://www.christkingparish.org
Ss. Cyril and Methodius - Milwaukee,http://cmmk.org/
Ss. Cyril and Methodius - Sheboygan,http://catholicsouthside.com/
St. Catherine - Milwaukee,http://saintcatherine51.org/
St. Catherine of Alexandria - Milwaukee,https://www.nwmcp.org
St. Catherine of Alexandria - Oconomowoc,http://www.scsjcluster.org/
St. Catherine of Siena - Ripon,http://www.stcatofsiena.org
St. Charles - Hartland,http://www.stcharleshartland.com
St. Charles Borromeo - Burlington,http://www.ourblcc.org/
St. Charles Borromeo - Milwaukee,http://www.scbmil.org
St. Clare - Wind Lake,http://stclarewindlake.org
St. Clement - Sheboygan,https://www.sheboygannorthcatholicparishes.org
St. Columbkille - Columbus,http://www.triparishwi.com/
Divine Mercy - South Milwaukee,http://www.divinemercysm.org
Divine Savior - Fredonia,https://www.dsoll.org/
St. Dominic - Brookfield,http://www.stdominic.net
St. Dominic - Sheboygan,http://www.sheboygannorthcatholicparishes.org
St. Edward - Racine,http://www.saintedwardracine.org
St. Elizabeth - Kenosha,http://www.downtownkenoshacatholic.org
St. Elizabeth Ann Seton - New Berlin,http://www.mystelizabeth.com
St. Eugene - Fox Point,http://www.stme.church
St. Frances Cabrini - West Bend,http://www.saintfrancescabrini.com
St. Francis Borgia - Cedarburg,http://www.SaintFrancisBorgia.org
St. Francis de Sales - Lake Geneva,http://www.sfdslg.org
St. Francis of Assisi - Milwaukee,http://www.stfrancismil.org
St. Francis Xavier - Kansasville,https://www.krcatholics.org/
Church of the Gesu - Milwaukee,http://www.gesuparish.org
Congregation of the Great Spirit - Milwaukee,https://www.greatspirit.net/
Good Shepherd - Menomonee Falls,http://www.mygoodshepherd.org
St. Gabriel - Hubertus,http://www.stgabrielhubertus.org
St. Gregory the Great - Milwaukee,http://www.stgregsmil.org
Holy Angels - West Bend,http://www.hawb.org
Holy Apostles - New Berlin,http://www.hanb.org
Holy Assumption - West Allis,http://www.westalliscatholic.org
Holy Cross Parish - Bristol & Wilmot - Bristol,https://www.sahcsjcatholics.com/
Holy Family - Fond du Lac,http://www.hffdl.org
Holy Family - Reeseville,http://www.triparishwi.com/
Holy Family Congregation - Whitefish Bay,http://www.hfparish.org
Holy Name of Jesus - Sheboygan,https://www.sheboygannorthcatholicparishes.org
Holy Trinity - Kewaskum,http://www.kewaskumcatholicparishes.org
Holy Trinity - Newburg,https://www.holytrinitynewburg.org
St. Hyacinth - Milwaukee,https://stanthony-sthyacinth.org
Immaculate Conception - Milwaukee,http://www.icbayview.org/
Immaculate Conception - Sheboygan,http://sscparishes.org/
Immaculate Conception - West Bend,http://www.stmaryparishwb.org
Immaculate Conception-St. Mary - Burlington,http://ourblcc.org
Basilica of Saint Josaphat - Milwaukee,http://www.thebasilica.org
Cathedral of Saint John the Evangelist - Milwaukee,http://www.stjohncathedral.org
St. James - Franklin,http://www.stjames-franklin.org
St. James - Kenosha,http://www.downtownkenoshacatholic.org
St. James - Menomonee Falls,http://stjames-parish.com/
St. James - Mukwonago,http://www.stjamesmukwonago.org
St. Jerome - Oconomowoc,http://www.stjerome.org
"St. Joan of Arc, Delafield - Nashotah",http://www.scsjcluster.org/
St. John - Rubicon,Error
St. John Evangelist - Kohler,http://www.stjohnkohler.org
St. John Nepomuk Church - Racine,Error
St. John Neumann - Waukesha,http://www.ccwauk.org
St. John Paul II Parish / Parroquia San Juan Pablo II - Milwaukee,http://stjohnpaulii.weconnect.com
St. John the Baptist - Clyman,http://www.triparishwi.com/
St. John the Baptist - Plymouth,http://www.sjbplymouth.org
St. John the Baptist - Union Grove,http://www.krcatholics.org
St. John the Evangelist - Greenfield,http://www.stjohns-grfd.org
St. John the Evangelist - Twin Lakes,http://www.staljohn.org
St. John Vianney - Brookfield,http://stjohnv.org
St. John XXIII - Port Washington,http://www.stjohn23rd.org
St. Joseph - Big Bend,http://www.stjoesbb.com
St. Joseph - Grafton,http://www.stjosephgrafton.org
St. Joseph - Lyons,http://www.ourblcc.org
St. Joseph - Racine,http://www.st-joes.org/
St. Joseph - Waukesha,http://www.ccwauk.org
St. Joseph - Waupun,http://www.stjoeschurch.org
St. Joseph - Wauwatosa,http://www.stjoetosa.com
St. Jude the Apostle - Wauwatosa,http://www.stjudeparishwauwatosa.org
St. Katharine Drexel - Beaver Dam,http://www.stkatharinedrexelbd.org
St. Kilian - Hartford,http://www.stkiliancong.org
Lumen Christi - Mequon,http://www.lumenchristiparish.org
St. Lawrence - Hartford,http://www.stlawrence-parish.com
St. Leonard - Muskego,https://www.stleonards.org/
St. Louis - Caledonia,http://www.stlouisparishwi.com
St. Lucy - Racine,http://www.stlucychurch.org
St. Luke - Brookfield,http://www.stlukebrookfield.org
Mother of Good Counsel - Milwaukee,http://www.mgcparish.org/
Mother of Perpetual Help Congregation - West Allis,https://mphwa.org/
St. Margaret Mary - Milwaukee,http://www.stmmp.org
St. Mark - Kenosha,http://www.stmark-kenosha.org
St. Martin de Porres - Milwaukee,http://smdpmilw.org
St. Martin of Tours - Franklin,http://www.stmoftours.org
St. Mary - Hales Corners,http://www.stmaryhc.org
St. Mary - Kansasville,https://www.krcatholics.org/
St. Mary - Kenosha,http://www.stmarycatholic.org
St. Mary - Lomira,http://smsoz.org/
St. Mary - Mayville,http://stsmaryandrewtheresa.weconnect.com/
St. Mary - Waukesha,Not Found
St. Mary by the Lake - Racine,http://www.stmarybythelake.org
St. Mary Magdalen - Milwaukee,Error
St. Mary Mother of God - Menomonee Falls,http://www.stmaryparish.net
St. Mary of the Hill - Hubertus,http://www.stmaryhh.org
St. Mary's Visitation - Elm Grove,http://www.stmaryeg.org/
St. Matthew - Campbellsport,http://www.stmatthewofcsport.org/
St. Matthew - Neosho,https://www.stkiliancong.org
St. Matthew - Oak Creek,http://www.stmattocparish.org
St. Matthias - Milwaukee,http://www.stmatthias-milw.org
St. Michael - Milwaukee,https://www.stmichael-strose.org
St. Michael's - Kewaskum,http://www.kewaskumcatholicparishes.org
St. Monica - Whitefish Bay,http://www.st-monica.org
Nativity of the Lord - Cudahy,http://www.nativitycudahy.org
Newman Center at UW Milwaukee - Milwaukee,http://www.panthercatholic.com/
Old St. Mary - Milwaukee,http://www.oldsaintmary.org
Our Lady of Divine Providence - Milwaukee,http://www.ourladyofdivineprovidence.org
Our Lady of Good Hope - Milwaukee,https://www.nwmcp.org
Our Lady of Guadalupe - Milwaukee,http://www.guadalupe-stpatrick.com/
Our Lady of Lourdes - Milwaukee,http://www.ololmke.org
Our Lady of Mt Carmel - Kenosha,http://www.olmckenosha.org/
Our Lady of the Holy Rosary - Kenosha,https://www.hrosarykenosha.org/
Our Lady of the Holyland - Mount Calvary,https://ourladyoftheholyland.org
Our Lady of the Lakes - Random Lake,http://www.dsoll.org
Our Lady Queen of Peace - Milwaukee,https://www.ourladyqueenofpeaceparish.org
Prince of Peace/Principe de Paz - Milwaukee,Error
Ss. Peter and Paul - Milwaukee,http://www.ssppmilw.org
St. Patrick - Elkhorn,http://stpatrickselkhorn.org
St. Patrick - Milwaukee,http://www.guadalupe-stpatrick.com
St. Patrick - Racine,http://stpatrickracine.com
St. Patrick ~ San Patricio - Whitewater,http://www.stpatrickwhitewater.org/
St. Paul - Genesee Depot,http://www.stpaulgenesee.net
St. Paul - Milwaukee,https://www.saintpaulmke.org/
St. Paul the Apostle - Mt. Pleasant,http://www.stpaulracine.org/
St. Peter - East Troy,http://www.stpeterset.org/
St. Peter - Kenosha,http://www.stpeterskenosha.com
St. Peter - Slinger,http://www.stpeterslinger.org
St. Peter Claver - Sheboygan,http://sscparishes.org/
St. Pius X - Wauwatosa,http://www.stpiusparish.org
Queen of Apostles - Pewaukee,http://www.queenofapostles.net
Resurrection - Allenton,http://resurrectionallenton.org
St. Rafael the Archangel Congregation - Milwaukee,Error
St. Richard - Racine,http://strichard-parish.org
St. Rita - Racine,http://www.st-ritas.org
St. Rita - West Allis,https://www.westalliscatholic.org/home
St. Robert Bellarmine - Union Grove,https://www.krcatholics.org/
St. Robert of Newminster - Shorewood,http://www.strobert.org
