pkParish,Parish,Website,Address,Email,PhoneNumber,ArchdioceseID
527,St. Mary of Perpetual Help,https://www.stmarys-moselle.com/,"1587 Hwy AM Villa Ridge, MO 63089",stm.stj.vr@gmail.com,(636) 451-4685,0
528,St. Vincent de Paul,https://www.svdepaul.org/St.-James/St.-James-Home/,"1010 Rosati Ct, Perryville, MO 63775",svdepaul@svdepaul.org,(573) 547-4300,0
529,St. James Catholic Church,https://www.stjames-potosi.org,"201 North Missouri Street, Potosi, Missouri 63664",stjameschurch@centurylink.net,(573) 438-4686,0
530,St. Joan of Arc,https://www.stjoanofarcstl.com/,"5800 Oleatha Avenue, St. Louis, MO 63139",jlafentres@stjoanofarcstl.com,(314) 832-2838,0
531,St. Monica Catholic Church,https://www.stmonicastl.org/,"12136 Olive Blvd, St. Louis, MO 63141",parishoffice@stmonicastl.org,(314) 434-4211,0
532,Seven Holy Founders,https://www.foundersaffton.org/,"6741 S Rock Hill Rd, St Louis, MO, 63123, United States",,(314) 638-3938,0
533,Immaculate Conception/Bismark,https://www.icsja.org/,,,,0
534,St. John the Baptist Catholic Church,https://www.sjg-parish.org/,"5567 Gildehaus Road, Villa Ridge, MO 63089",maunes@sjg-parish.org,(636) 583-2488,0
535,Saint John the Apostle and Evangelist Parish,https://www.stjohnapostleandevangelist.org,"15 Plaza Square, St. Louis, Missouri 63103",info@stjohnapostleandevangelist.org,,0
536,St. Joseph Catholic Parish,https://www.stjoecot.org,"1355 Motherhead Rd. St. Charles, MO 63304",parish@stjoecot.org,(636) 441-0055,0
537,St. Joseph Catholic Church,https://www.stjosephfarmington.com/,"Farmington, MO",secretary@stjosephfarmington.com,(573) 756-4250,0
538,St. Vincent de Paul,https://www.svdepaul.org/St.-Joseph/St.-Joseph-Home/,"1010 Rosati Ct, Perryville, MO 63775",svdepaul@svdepaul.org,(573) 547-4300,0
539,St. Joseph Parish,https://www.sjiparish.org/,"6020 Old Antonia Road, Imperial Missouri 63052",rbuttice@sjiparish.org,(636) 464-1013,0
540,St. Joseph Catholic Church,https://www.stjojo.net/,"1390 Josephville Road, Wentzville, MO 63385",trish.seaman@stjojo.net,(636) 332-6676,0
541,St. Joseph Neier Catholic Church,https://www.stjosephneier.com/,"2401 Neier Road, Union, MO 63084",parishoffice@stjosephneier.com,(636) 583-2806,0
542,Shrine of St. Joseph,https://www.shrineofstjoseph.org,"1220 North 11th Street, St. Louis, Missouri 63106",info@shrineofstjoseph.org,(314) 231-9407,0
543,St. Louis Byzantine Catholic Mission,https://www.stlouis.byzcath.org,"7100 Virginia Ave. Saint Louis, MO 63111","[""joseph.weber@frjoeweber.org"",""paulniemann@charter.net"",""hawkesteeples@gmail.com"",""stlbyzcath@att.net""]",,0
544,Saint Margaret Mary Alacoque Parish,https://www.smmaparish.org/,"4900 Ringer Road, St. Louis, MO 63129",bulletin@smmaparish.org,(314) 487-2522,0
545,Saint Margaret of Scotland,https://www.stmargaretstl.org,"3854 Flad Ave. St. Louis, MO 63110",info@stmargaretstl.org,(314) 776-0363,0
546,St. Martin of Tours Catholic Church,https://www.stmartinoftours.com/,,,(314) 743-8600,0
547,St. Mary of Perpetual Help,https://www.stmarys-moselle.com/,"1587 Hwy AM Villa Ridge, MO 63089",stm.stj.vr@gmail.com,(636) 451-4685,0
548,Saint Mary of Victories Catholic Church,https://www.smov.info,"744 South 3rd Street (at Gratiot), Saint Louis, MO 63102-1645",,(314) 231-8101,0
549,St Mary's Assumption Ukrainian Greek Catholic Church,https://www.facebook.com/stmaryUGCC.STL/,"11363 Oak Branch Drive, St. Louis, MO, United States, 63128",,(314) 487-1786,0
550,St. Matthew the Apostle Catholic Church,https://www.stmatthewtheapostle.org,"2716 N Sarah St, St. Louis, MO 63113",,(314) 531-6443,0
551,St. Michael the Archangel,https://www.stmike.org/,"7622 Sutherland Ave. Shrewsbury, MO 63119",rectory@stmike.org,(314) 647-5611,0
552,St. Monica Catholic Church,https://www.stmonicastl.org,"12136 Olive Blvd, St. Louis, MO 63141",parishoffice@stmonicastl.org,(314) 434-4211,0
553,St. Patrick Church,https://www.stpatrickwentzville.org,"405 S. Church St., Wentzville, MO 63385",,(636) 332-9225,0
554,St. Paul Catholic Church,https://www.st-paulchurch.org/,"1223 Church Rd. \u2022 St. Paul, MO 63366",parishcenter@st-paulchurch.org,(636) 978-1900,0
555,St. Peter Catholic Church,https://www.stpeterkirkwood.org,"243 West Argonne Drive, Kirkwood, MO 63122",info@stpeterkirkwood.org,(314) 966-8600,0
556,St. Peter Parish,https://www.stpstc.org,"221 1st Capitol Drive, St. Charles, MO 63301",stpeterparish@stpstc.org,(636) 946-6641,0
557,St. Pius V Catholic Church,https://www.stpiusv.org,"3310 S. Grand Blvd. St. Louis, MO 63118",stlspv@gmail.com,(314) 772-1525,0
558,St. Raphael the Archangel,https://www.straphaelarchangel.org/,"6040 Jamieson Avenue, St. Louis, MO 63109",parish@straphaelarchangel.org,(314) 352-8100,0
559,St. Elizabeth Ann Seton,https://www.setonscene.org/,"2 Seton Court St. Charles, MO 63303",MParker@setonscene.org,(636) 946-6717,0
560,St. Roch,https://www.strochparish.com/,"6052 Waterman Boulevard, St. Louis, MO, 63112",parishassistant@strochparish.org,,0
561,St. Rose of Lima Catholic Church,https://www.stroseparish.info,"504 S 3rd St, De Soto, MO, 63020, United States",stroseparish@stroseoflimadesoto.org,(636) 337-2212,0
562,St. Rose of Lima,https://www.svdepaul.org/St.-Rose-of-Lima/St.-Rose-of-Lima-Home/,"1010 Rosati Ct, Perryville, MO 63775",svdepaul@svdepaul.org,(573) 547-4300,0
563,St. Theodore Catholic Church,https://www.sainttheodore.org,"5085 Highway P, Wentzville, Missouri 63385-2118",secretary@sainttheodore.org,(636) 332-9269,0
564,St. Vincent de Paul,https://www.svdepaul.org,"1010 Rosati Ct, Perryville, MO 63775",svdepaul@svdepaul.org,(573) 547-4300,0
565,St. Vincent DePaul Parish,https://www.stvstl.org,"1408 South 10th Street Saint Louis, MO 63104",,(314) 231-9328,0
566,St. Wenceslaus Parish,https://www.stwenceslaus.website/,"St. Louis, MO",,,0
567,Sainte Genevieve,https://www.stegenevieveparish.com,"49 DuBourg Place Ste. Genevieve, MO 63670",webmaster@stegenevieveparish.com,(573) 883-2731,0
568,Ste. Genevieve du Bois,https://www.stegenevievedubois.org/,,info@stegenchurch.org,(314) 966-3780,0
569,Saints Peter and Paul Catholic Church,https://www.stspeterandpaulstl.org/,"1919 South 7th Street, St. Louis, MO 63104",,(314) 231-9923,0
570,Sainte Genevieve,https://www.stegenevieveparish.com/,"49 DuBourg Place Ste. Genevieve, MO 63670",webmaster@stegenevieveparish.com,(573) 883-2731,0
571,Annunciation - Our Lady of Fatima,https://www.annunciation-fatima.com/,"470 Westchester Avenue, Crestwood, New York 10707",anna.caruso@annunciation-fatima.com,(914) 779-7345,0
572,CHURCH OF THE ANNUNCIATION,https://www.theannunciation.net,"88 Convent Avenue New York, NY 10027",,(212) 234-1919,0
573,The Church of the Ascension,https://www.ascensionchurchnyc.org,"221 West 107 St, New York, NY 10025",,(212) 222-0666,0
574,East River Catholics,https://www.eastrivercatholics.org/,"504 Main Street, Roosevelt Island, NY 10044",Fr.Stefan@EastRiverCatholics.org,(212) 734-4613,0
575,Epiphany,https://www.epiphanychurch.nyc/,"239 E. 21 Street New York, NY 10010",office@epiphanychurch.nyc,(212) 475-1966,0
576,Church of the Good Shepherd,https://www.goodshepherdnyc.org/,"608 Isham Street, New York, NY 10034",GSC@goodshepherdNYC.ORG,(212) 567-1300,0
577,Holy Cross Catholic Parish,https://www.holycrosscatholicparish.com/,,,,0
578,Holy Family,https://www.churchholyfamily.org/,"315 East 47th Street, New York, NY 10017-2313",webmaster@churchholyfamily.org,(212) 753-3401,0
579,Church of the Holy Family,https://www.holy-family-church.com/,"83 Clove Road, New Rochelle NY 10801",holyfamilynr@gmail.com,(914) 632-0673,0
580,Holy Innocents Roman Catholic Parish,https://www.hiparish.org/,"431 Bedford Road, Pleasantville, NY 10570",office@hiparish.org,(914) 769-0025,0
581,Immaculate Conception,https://www.immaculateconception-nyc.org/,"414 East 14th Street, New York, NY 10009",iccboss@aol.com,(212) 254-0200,0
582,Immaculate Conception Parish,https://www.immaculateconceptionkingston.com/,"467 Delaware Ave, Kingston, NY 12401",immaculate.conception.kingston@gmail.com,(845) 331-0846,0
583,Our Lady Help of Christians Parish,https://www.olhcparish.org/,"7396 Amboy Road, Staten Island, NY 10307",fr.james.ferreira@olhcparish.org,(718) 317-9772,0
584,Our Lady of Fatima Portuguese Roman Catholic Church,https://www.fatima-port-church.org/,"355 South Broadway, Yonkers, NY 10705",info@fatima-port-church.com,(914) 423-9688,0
585,Church of Our Lady of Mercy,https://www.ourladyofmercyny.org/,"2496 Marion Avenue, Bronx, NY 10458",office@ourladyofmercyny.org,(718) 933-4400,0
586,Our Lady of the Assumption,https://www.ourladyoftheassumptionchurch.org/,"17 High Street, Bloomingburg, NY 12721",assumptionchurch@frontiernet.net,(845) 733-1477,0
587,Our Lady of Mount Carmel,https://www.mountcarmelshrine.com/,"448 E 116th St, New York, NY 10029",mountcarmelshrine@gmail.com,(212) 534-0681,0
588,Our Lady of Mt. Carmel,https://www.ourladyofmtcarmel.church/,"70 Park Hill Ave. Yonkers, NY 10701",contact@olomc.church,(914) 963-4766,0
589,Our Lady of Sorrows Church,https://www.olscc.com/church.html,"920 Mamaroneck Avenue, White Plains, NY 10605",olscc@optonline.net,(914) 949-9819,0
590,Our Lady of the Assumption & St. Mary Star of the Sea Parish,https://www.olasmss.com/home,"1634 Mahan Ave. Bronx, NY 10461",,(718) 824-5454,0
591,St Peter's Church,https://www.spcolr.org/,"22 Barclay Street, New York, NY 10007",info@spcolr.org,(212) 233-8355,0
592,Our Lady Star of the Sea,https://www.olssparish.org/,"5371 Amboy Road, Staten Island, NY 10312",,(718) 984-0593,0
593,Church of Our Saviour Chapel of the Sacred Hearts of Jesus and Mary,https://www.oursaviournyc.org,"59 Park Ave. (at 38th St.) New York, NY 10016",office@oursaviournyc.org,,0
594,Sacred Heart Catholic Church,https://www.sacredheartparish.org/,"129 Lafayette Avenue, Suffern, NY",SHSuff@gmail.com,(845) 357-0035,0
595,Sacred Heart Church,https://www.sacredheartsi.org/,"981 Castleton Avenue, Staten Island, NY 10310",sacredheart.siny@gmail.com,(718) 442-0058,0
596,Sacred Heart Church,https://www.shchartsdale.com/,"10 Lawton Ave, Hartsdale, NY 10530",shchartsdale@gmail.com,,0
597,Church of Saint Agnes,https://www.stagneschurchnyc.org,"New York, NY",church@stagneschurchnyc.org,,0
598,St. Aloysius Roman Catholic Church,https://www.staloysiuschurchny.com/,"219 West 132nd Street, New York, NY 10027",staloysiusrectory2011@gmail.com,(917) 261-6507,0
599,St. Ann's Church,https://www.stannschurchstatenisland.org/,"101 Cromwell Avenue, Staten Island, New York 10304",,(718) 351-0270,0
600,The Church of Saint Anthony of Padua,https://www.sapwh.org/,"85 Harrison Street, West Harrison, NY 10604",,(914) 948-1480,0
601,St. Anthony of Padua Church,https://www.stanthonynyc.org/,"New York, NY",,,0
602,St. Augustine - Our Lady of Victory,https://www.saolv.org,"1512 Webster Ave, Bronx, NY 10457",,(718) 583-4044,0
603,Saint Barnabas,https://www.stbarnabasbronx.org/,"409 East 241 Street, Bronx, NY 10470",stbarnabasbronx@aol.com,(718) 324-1478,0
604,St. Bartholomew,https://www.saintbartsparish.org/,Yonkers,,,0
605,St. Bernard,https://www.stbernardswp.com/,"51 Prospect Street White Plains, NY 10606",,(914) 949-2111,0
606,St. Casimir's Catholic Church,https://www.casimir.church/en,"239 Nepperhan Ave. 10701 Yonkers, New York",Office@casimir.church,,0
607,Saint Cecilia Parish,https://www.saintceciliaparishnyc.org/,,petermushi@gmail.com,,0
608,St. Charles Borromeo,https://www.scbrchurch.org,"{""St. Charles"": ""211 W 141st St, Harlem, New York"",""Resurrection"": ""282 W 151st St, Harlem, New York""}",secretary@scbrchurch.org,(212) 281-2100,0
609,St. Charles Borromeo,https://www.scbrchurch.org/,"211 W 141st St | Resurrection: 282 W 151st St Harlem, New York",secretary@scbrchurch.org,(212) 281-2100,0
610,Slovenska cerkev Sv. Cirila v New Yorku,https://www.slovenskacerkev-ny.si/,,krizolog@yahoo.com,(440) 833-0020,0
611,Church of St. Elizabeth,https://www.stelizabethnyc.org/,"268 Wadsworth Avenue, New York, NY 10033",,(212) 568-8803,0
612,St. Francis de Sales,https://www.stfrancis96.org/,"135 E 96th St, New York, NY, 10128, United States",socialmedia@sfdsnyc.org,(212) 289-0425,0
613,St. Francis of Assisi Parish,https://www.sfamountkisco.org/,"Mt. Kisco, NY",sanfrankisco@verizon.net,(914) 666-5986,0
614,St. Francis of Assisi,https://www.stfrancisnyc.org/,"135 W. 31st Street, New York, NY 10001",info@stfrancisnyc.org,(212) 736-8500,0
615,The Church of St. Francis Xavier,https://www.sfxavier.org/,"55 West 15th Street NY, NY 10011",lmdiaz@sfxavier.org,(212) 627-2100,0
616,St. Ignatius Loyola,https://www.stignatiusloyola.org/,"980 Park Avenue, New York, NY 10028",church@saintignatiusloyola.org,(212) 288-3588,0
617,Eglise St. Jean Baptiste,https://www.sjbny.org/,"184 E 76th St, New York, NY 10021",info@sjbny.org,(212) 288-5082,0
618,St. Joan of Arc & Our Lady of Mt. Carmel,https://www.joanofarcmtcarmel.org/,"{""St. Joan of Arc"": ""32 Eagle Valley Road, Sloatsburg, NY 10974"",""Our Lady of Mt. Carmel"": ""Post Office Box 697, 5 Tobin Way, Tuxedo, New York 10987""}",joanofarcsloats@optonline.net,,0
619,St. John-Visitation Parish,https://www.stjohnvisitationparish.org/,"3021 Kingsbridge Avenue, Bronx, NY 10463",,(718) 548-1221,0
620,St. John Bosco Parish,https://www.donboscopc.org/,"260 Westchester Av, Port Chester NY, 10573",,(914) 881-1400,0
621,St. Joseph of the Holy Family,https://www.stjosephsharlem.com/,"405 W 125th St., New York, NY 10027",connect@stjosephsharlem.com,(646) 398-9151,0
622,St. Joseph of Greenwich Village,https://www.stjosephgv.nyc/,"371 Sixth Avenue, New York, NY 10014",secretary@stjosephgv.nyc,(212) 741-1274,0
623,CHURCH OF ST. JOSEPH,https://www.sjchurch.com/,"149 Cottage Street, Middletown, NY 10940",parish@sjchurch.com,(845) 343-6013,0
624,St. Joseph's Church,https://www.stjosephsyorkville.org/,"404 East 87th Street, New York, NY 10128",sjosephyorkville@aol.com,(212) 289-6030,0
625,St Lawrence O'Toole,https://www.stlawrenceotoole.org/,"31 Prospect Street, Brewster, NY 10509",info@stlawrence-sacredheart.org,(845) 279-2021,0
626,St. Margaret of Antioch,https://www.smparish.com,"Pearl River, New York 10965",,,0
627,St. Mary of the Assumption,https://www.stmarykatonah.com,"99 Valley Rd, Katonah, NY 10536",smaryrek@gmail.com,(914) 232-3356,0
628,St. Mary Church,https://www.saintmarygrand.org/,"440 Grand Street, New York, NY 10002",saintmarygrand1826@gmail.com,(212) 674-3266,0
629,Our Lady of Perpetual Help Parish,https://www.stmolph.com/,"535 Ashford Avenue, Ardsley, NY",office@stmolph.com,(914) 478-2822,0
630,Church of Saint Michael,https://www.stmichaelnyc.org/,,,,0
631,"St. Monica, St. Elizabeth of Hungary, St. Stephen of Hungary",https://www.stelmo79.org/,406 E. 80th St.,info@stelmo79.org,(212) 288-6250,0
632,St. Nicholas of Tolentine Church,https://www.stnicholasoftolentinebronx.org/,"2345 University Avenue, Bronx, New York 10468",info@stnicholasoftolentinebronx.org,(718) 295-6800,0
633,St. Patrick's Church,https://www.stpatrickssi.org,"53 St. Patrick's Place, Staten Island, NY 10306",parishadmin@stpatrickssi.org,(718) 979-4227,0
634,St. Paul the Apostle,https://www.stpaultheapostle.org/,"405 W. 59th St., NYC Columbus & 60th 59 Street\u2013Columbus Circle",dave.de.la.fuente@stpaultheapostle.org,(212) 265-3495,0
635,St. Paul the Apostle Roman Catholic Parish,https://www.stpaulyonkers.org/,"602 McLean Ave., Yonkers, NY 10705-4766",,(914) 963-7330,0
636,St Peter's Church,https://www.spcolr.org,"22 Barclay Street, New York, NY 10007",info@spcolr.org,(212) 233-8355,0
637,St. Peter & St. Mary,https://www.stpeterstmary.us/,"115 Broadway, Haverstraw, NY 10927",website@stpeterstmary.us,(845) 429-2196,0
638,Church of Saint Pius X,https://www.saintpiusxchurch.com/,"91 Secor Road, Scarsdale, NY 10583",spx@spxny.org,(914) 725-2755,0
639,CHURCH OF ST. RITA,https://www.stritachurch.net/index.html,"281 Bradley Avenue, Staten Island, NY 10314",,(718) 698-3746,0
640,St. Simon Stock - St. Joseph Catholic Church,https://www.saintsimonstockchurch.org,"2191 Valentine Ave. Bronx, NY 10457",stsimonstockchurch@gmail.com,(718) 367-1251,0
641,Saint Stanislaus Bishop and Martyr Roman Catholic Church,https://www.stanislauschurch.us/en/,"101 E 7th Street, New York, NY 10009",rectory@stanislauschurch.com,,0
642,St. Stanislaus Kostka Parish,https://www.stanislawkostkasi.org/en/,"109 York Avenue, Staten Island, NY 10301",parish@stanislawkostkasi.org,(718) 447-3937,0
643,St. Teresa of the Infant Jesus and St. Nicholas Chapel,https://www.saintteresasi.org/,"1634 Victory Boulevard, Staten Island, NY 10314, USA",,(718) 448-9650,0
644,St. Teresa Church,https://www.stteresany.org,"141 Henry St, New York, NY 10002",stteresabusiness@gmail.com,(212) 233-0233,0
645,St. Vincent Ferrer and St. Catherine of Siena,https://www.svsc.info/,"{""St. Vincent Ferrer"": ""869 Lexington Ave. New York, NY 10065"",""St. Catherine of Siena"": ""411 East 68th St. New York, NY 10065""}",parish@svsc.info,(212) 744-2080,0
646,Hrvatska \u017dupa sv. \u0106irila i Metoda i sv. Rafaela,https://www.croatianchurchnewyork.org/home/,"502 W 41st Street, New York, NY 10036",croatianchurchnyc502@gmail.com,,0
647,Church of the Magdalene,https://www.churchofthemagdalene.org/,"525 Bedford Road, Pocantico Hills, Sleepy Hollow, New York 10591",TheMagdalene@archny.org,(914) 631-0529,0
648,Blessed Sacrament Catholic Church,https://www.lawtoncatholic.com,"12 SW 7th Street, Lawton, OK 73501",,(580) 355-2054,0
649,Holy Family Syro-Malabar Catholic Church,https://www.holyfamilyok.org/,"3901 S.W.29th St. Oklahoma City, Oklahoma 73119",holyfamilychurchokc@gmail.com,(331) 243-7961,0
650,Our Lady of Mount Carmel and Saint Th\u00e9r\u00e8se of Lisieux (Little Flower),https://www.littleflowerparishokc.org/,"1125 South Walker Avenue, Oklahoma City, OK 73109",,(405) 235-2037,0
651,Our Lady of Lebanon,https://www.maroniteok.org/,"500 Alameda St, Norman, Oklahoma, 73071",olol@maroniteok.org,,0
652,Our Lady of Sorrows Catholic Church,https://www.ourladyofsorrowschandler.org,"409 Price Ave., Chandler, OK 74834",brianevansutulsa@hotmail.com,,0
653,Our Lady of Victory,https://www.olvpurcell.org/,"307 W. Jefferson St. Purcell, OK 73080",ourladyofvictory@cebridge.net,(405) 527-3077,0
654,Prince of Peace Catholic Church,https://www.princeofpeacealtus.org/,"1500 Falcon Rd, Altus OK, 73521","{""Pastor"": ""frdavid@popaltus.org"",""Deacon"": ""deaconeulis@popaltus.org"",""Book Keeper"": ""bookkeeper@popaltus.org"",""Secretary"": ""secretary@popaltus.org"",""Music Director"": ""music@popaltus.org"",""RCIA"": ""rcia@popaltus.org""}",(580) 482-3363,0
655,Sacred Heart,https://www.sacredheartelreno.com/,"208 South Evans, El Reno, OK 73036",pastor@sacredheartelreno.com,(405) 262-1405,0
656,St. Benedict,https://www.stbenedictchurch.net/,"Kickapoo and Benedict Streets, Shawnee, Oklahoma",,(405) 275-0001,0
657,St. Damien Catholic Church,https://www.stdamiens.com,"8455 NW 234th Street, Edmond, OK 73025","{""Pastor"": ""pastor@stdamiens.com"",""Parish Secretary"": ""secretary@stdamiens.com""}",,0
658,St Joseph Church,https://www.stjosephada.com/,"1300 East Beverly P.O. Box 1585 Ada, OK 74820",pom.stjosephada@gmail.com,(580) 332-4811,0
659,St. Helen Catholic Church,https://www.sthelenok.org/,"507 E. Highview, Frederick OK, 73542",,(580) 335-3298,0
660,St. James the Greater Catholic Church,https://www.stjames-catholic.org/,"4201 S McKinley Ave, Oklahoma City, OK 73109",life@stjames-catholic.org,(405) 636-6800,0
661,ST. JOSEPH OLD CATHEDRAL,https://www.stjosepholdcathedral-oklahoma-city-ok-05-0282.weconnectonline.com/,"307 NW 4th Street, Oklahoma City, OK 73102",,(405) 235-4565,0
662,St. Mark The Evangelist Catholic Church,https://www.saintmarknorman.org/,"3939 W. Tecumseh Rd. Norman, OK 73072",,(405) 366-7676,0
663,St. Monica Catholic Church,https://www.stmonica-edmond.org/,"2001 N. Western Avenue, Edmond, OK 73012-3447",,(405) 359-2700,0
664,Saint Patrick Catholic Church,https://www.saintpatrickokc.org/,"2121 North Portland Avenue, Oklahoma City, OK 73107-1535",info@stpatrickokc.com,(405) 946-4441,0
665,St. Patrick Catholic Church,https://www.stpatrickanadarko.org,"Po Box 628, 1101 W. Petree Road, Anadarko, OK 73005",st.pats1889@gmail.com,(405) 247-5255,0
666,,https://www.stpeternwok.com/,"123/B, Route 66, Downtown, Washington, DC 20004, US",info@example.com,,0
667,St. Robert Bellarmine Catholic Church,https://www.strobertjones.org/,,,,0
668,St. Thomas More University Parish and Student Center,https://www.stm-ou.org/,"1535 Jenkins Ave, Norman Oklahoma",blake@stm-ou.org,(405) 321-0990,0
669,Sts. Peter and Paul,https://www.stspeterandpaul.org/,"Kingfisher, OK",,,0
670,Holy Cross Chapel,https://www.holycrosschapel.org,"905 Main St, Houston, TX, 77002, United States",info@holycrosschapel.org,(713) 650-1323,0
671,The Church of the Annunciation,https://www.annunciationcc.org,"PO Box 214, Houston TX 77001",,(713) 222-2289,0
672,Holy Name Catholic Church,https://www.holynamecatholichouston.org,"1920 Marion St, Houston, TX 77009, United States of America",holynamehouston@gmail.com,(713) 222-1255,0
673,Holy Rosary Catholic Church,https://www.holyrosaryparish.org,"3617 Milam St, Houston, TX 77002-9535, United States",office@holyrosaryparish.org,(713) 529-4854,0
674,Our Lady of Guadalupe Church,https://www.olghouston.org,"2405 Navigation Blvd. Houston, TX 77003",parish@olghouston.org,(713) 222-0203,0
675,Blessed Sacrament Catholic Church,https://www.bsccarchgh.org,"4015 Sherman St. Houston, TX 77003",,,0
676,Christ the King Catholic Church,https://www.ctkcc.org,"4419 North Main Street, Houston, TX 77009",,(713) 869-1449,0
677,Catholic Charismatic Center,https://www.cccgh.com,"1949 Cullen Blvd, Houston, TX 77023",,(713) 236-9977,0
678,Our Mother of Mercy Catholic Church,https://www.ourmotherofmercy.net,"4000 Sumpter Street, Houston, Texas 77020",OMOM@ourmotherofmercy.net,(713) 672-0026,0
679,Our Lady of Sorrows Catholic Church,https://www.ourladyhouston.org,"3006 Kashmere St, Houston, TX 77026, United States of America",web@olosch.com,(713) 673-5600,0
680,Church of the Resurrection - La Divina Providencia Praying Chapel,https://www.rcchouston.org,"915 Zoe St. Houston, TX 77020",,(713) 675-5333,0
681,St. Francis of Assisi Catholic Church,https://www.stfrancisofhouston.org,,stfrancisofassisihouston@gmail.com,,0
682,Church of the Resurrection - La Divina Providencia Praying Chapel,https://www.rcchouston.org,"915 Zoe St. Houston, TX 77020",,(713) 675-5333,0
683,Immaculate Heart of Mary,https://www.immaculateheartofmary.org,"7539 Avenue K, Houston, TX 77012, United States of America",ihmhouston@hotmail.com,(713) 923-2394,0
684,St. Rose of Lima Catholic Community,https://www.stroselima.org,"3600 Brinkman, Houston, TX 77018",parishinfo@stroselima.org,(713) 692-9123,0
685,St. Vincent de Paul Catholic Church,https://www.svdp-houston.org,"6800 Buffalo Speedway, Houston, TX 77025",mgoslione@svdp-edu.org,(713) 667-9111,0
686,Nuestra Se\u00f1ora de San Juan de los Lagos,https://www.sites.google.com/view/virgendesanjuanhouston/home,"7500 Hirsch Rd., Houston, TX 77016",virgensanjuan.houston@gmail.com,(713) 631-0810,0
687,St. Michael the Archangel Catholic Church,https://www.stmichaelchurch.net,"1801 Sage Road, Houston, TX 77056",,(713) 621-4370,0
688,Our Lady Star of the Sea,https://www.olsoshoustontx.com,"1401 Fidelity Street, Houston, Texas 77029",oloshoustontx@gmail.com,(713) 674-9206,0
689,St. Francis Xavier Catholic Church,https://www.sfxhouston.com,"4600 Reed Rd, Houston, TX 77051",bbedoya@guidanceingiving.com,,0
690,"1706 Bingle Rd. Houston, TX 77055",https://www.stakim.org,713-465-2682,\ud734\uc2a4\ud134 \uc131 \uae40\ub300\uac74 \ud55c\uc778 \ucc9c\uc8fc\uad50\ud68c,,0
691,St. Monica Catholic Church,https://www.stmonicahouston.com,"8421 West Montgomery Road, Houston, TX 77088",stmonica@stmonicahouston.com,(281) 447-5837,0
692,St. Jerome Catholic Church,https://www.stjeromehou.org,"8825 Kempwood Dr. Houston, TX 77080",church@stjeromehou.org,(713) 468-9555,0
693,St. Cecilia,https://www.saintcecilia.org,"11720 Joan of Arc Drive, Houston TX 77024",,(713) 465-3414,0
694,Parafia Matki Boskiej Czestochowskiej,https://www.polishchurchhouston.com,"1712 Oak Tree Dr. Houston, TX 77080",proboszcz@parafiahouston.com,(713) 973-1081,0
695,St. Raphael the Archangel Church,https://www.archgh.org/parishes/st-raphael-the-archangel-church-houston/,"3915 Ocee St., Houston, TX 77063-5417",straphaelcc@comcast.net,(713) 781-9511,0
696,Our Lady of Grace Church,https://www.archgh.org/parishes/our-lady-of-grace-church-south-houston/,"1211 Michigan St., South Houston, TX 77587-0164",,(713) 946-6461,0
697,St. Francis de Sales,https://www.sfds-houston.org,"8200 Roos Rd, Houston, TX 77036",revphan@sfds-houston.org,(713) 774-7475,0
698,Our Lady of Lourdes,https://www.loduc.org,"6550 Fairbanks N. Houston Road, Houston, TX 77040",Lourdes@loduc.org,(713) 939-1906,0
699,All Saints Parish,https://www.allsaintsparish.com/,"503 3rd Street SW - Puyallup, WA 98371",allsaints@allsaintsparish.com,(253) 845-7521,0
700,Assumption Catholic Church,https://www.assumptionseattle.com/,"6201 33rd Ave NE, Seattle, WA 98115",info@assumptionseattle.com,(206) 522-7674,0
701,Blessed Sacrament,https://www.blessed-sacrament.org/,"5041 9th Ave NE, Seattle WA 98105",,,0
702,Church of the Assumption,https://www.assumption.org/,"2116 Cornwall Ave Bellingham, WA 98225",parishoffice@assumption.org,(360) 733-1380,0
703,Holy Cross,https://www.hccclakestevens.org/,"{""Mailing"": ""PO Box 746, Lake Stevens, WA 98258"",""Street"": ""6915 SR 92, Lake Stevens, WA 98258""}",admin@hccclakestevens.org,(360) 691-2636,0
704,Holy Cross Catholic Church,https://www.holycross-tacoma.org/,"5510 N 44th St, Tacoma, WA 98407",mymail@mailservice.com,(555) 555-5555,0
705,Holy Disciples Catholic Church,https://www.holydisciples.org/,"10425 187th Street E, Puyallup, Washington 98374",officemanager@holydisciples.org,(253) 875-6630,0
706,Holy Family Parish,https://www.hfkparish.com/,"7045 120th Ave NE, Kirkland, WA 98033",,(425) 822-0295,0
707,HOLY FAMILY ROMAN CATHOLIC CHURCH,https://www.hfseattle.org/,White Center neighborhood of Southwestern Seattle,frjosealvarez@hfseattle.org,,0
708,Holy Innocents,https://www.holyinn.org/,"26526 NE Cherry Valley Road, P.O. Box 850, Duvall WA 98019",Office@holyinn.org,(425) 788-1400,0
709,Holy Redeemer,https://www.holyredeemervan.org/,"17010 NE 9th Street, Vancouver, WA 98684",,(360) 885-7780,0
710,Holy Trinity Parish,https://www.holyt.org/,"4215 Pine Rd. NE, Bremerton, WA 98310",parishoffice@holyt.org,(360) 377-7674,0
711,Immaculate Conception & St. John Vianney,https://www.stillycatholic.com/,"1200 E 5th Street, Arlington, WA 98223",icc-sjv@comcast.net,(360) 435-8565,0
